Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
225,"LU Khan, I Yaqoob, NH Tran, Z Han, CS Hong","Network slicing: Recent advances, taxonomy, requirements, and open research challenges",2020,"IEEE Access","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=9147895493410892295",23,"2025-03-24 02:13:09","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oKANWloAAAAJ&pagesize=100&citation_for_view=oKANWloAAAAJ:KYgttONoxcsC",8,,36009,36028,225,45.00,45,5,5,"","",""
178,"THT Le, NH Tran, YK Tun, MNH Nguyen, SR Pandey, Z Han, CS Hong","An incentive mechanism for federated learning in wireless cellular networks: An auction approach",2021,"IEEE Transactions on Wireless Communications","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=1052769967230645932",31,"2025-03-24 02:13:09","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oKANWloAAAAJ&pagesize=100&citation_for_view=oKANWloAAAAJ:cxS_fjKIGZMC",20,8,4874,4887,178,44.50,25,7,4,"","",""
171,"M Jung, W Saad, M Debbah, CS Hong","On the optimality of reconfigurable intelligent surfaces (RISs): Passive beamforming, modulation, and resource allocation",2021,"IEEE Transactions on Wireless Communications","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=12701176025478910172",34,"2025-03-24 02:13:09","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oKANWloAAAAJ&pagesize=100&citation_for_view=oKANWloAAAAJ:pwA0zy_liR0C",20,7,4347,4363,171,42.75,43,4,4,"","",""
340,"CT Do, NH Tran, C Hong, CA Kamhoua, KA Kwiat, E Blasch, S Ren, ...","Game theory for cyber security and privacy",2017,"ACM Computing Surveys (CSUR)","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=9124969140340623427",13,"2025-03-24 02:13:09","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oKANWloAAAAJ&pagesize=100&citation_for_view=oKANWloAAAAJ:SIv7DqKytYAC",50,2,1,37,340,42.50,43,8,8,"","",""
85,"C Li, C Zhang, J Cho, A Waghwase, LH Lee, F Rameau, Y Yang, SH Bae, ...","Generative ai meets 3d: A survey on text-to-3d in aigc era",2023,"arXiv preprint arXiv:2305.","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4857558262823362482",68,"2025-03-24 02:13:09","Preprint","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oKANWloAAAAJ&pagesize=100&citation_for_view=oKANWloAAAAJ:CzVmvSWNoUEC",6131,,,,85,42.50,9,9,2,"","",""
42,"J Cho, FD Puspitasari, S Zheng, J Zheng, LH Lee, TH Kim, CS Hong, ...","Sora as an agi world model? a complete survey on text-to-video generation",2024,"arXiv preprint arXiv:2403.","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=12817957145278881241",160,"2025-03-24 02:13:09","Preprint","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oKANWloAAAAJ&cstart=100&pagesize=100&citation_for_view=oKANWloAAAAJ:XUmZziu-z7kC",5131,,,,42,42.00,5,8,1,"","",""
123,"S Suhail, R Hussain, R Jurdak, A Oracevic, K Salah, CS Hong, ...","Blockchain-based digital twins: Research trends, issues, and future challenges",2022,"ACM Computing Surveys (CSUR) 54 (11s)","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4188216806933322746",46,"2025-03-24 02:13:09","Book chapter","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oKANWloAAAAJ&pagesize=100&citation_for_view=oKANWloAAAAJ:52neCvzbxIwC",,,1,34,123,41.00,18,7,3,"","",""
245,"M Alsenwi, NH Tran, M Bennis, AK Bairagi, CS Hong","eMBB-URLLC resource slicing: A risk-sensitive approach",2019,"IEEE communications letters","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=8092430838456047188",20,"2025-03-24 02:13:09","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oKANWloAAAAJ&pagesize=100&citation_for_view=oKANWloAAAAJ:WHBERAHVdrEC",23,4,740,743,245,40.83,49,5,6,"","",""
197,"A Ndikumana, NH Tran, KT Kim, CS Hong","Deep learning based caching for self-driving cars in multi-access edge computing",2020,"IEEE Transactions on Intelligent Transportation Systems","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=18083432853153718585",26,"2025-03-24 02:13:09","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oKANWloAAAAJ&pagesize=100&citation_for_view=oKANWloAAAAJ:Ej9njvOgR2oC",22,5,2862,2877,197,39.40,49,4,5,"","",""
226,"U Majeed, CS Hong","FLchain: Federated learning via MEC-enabled blockchain network",2019,"2019 20th Asia-Pacific Network Operations and Management Symposium (APNOMS)","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=16935732360075835170",22,"2025-03-24 02:13:09","Conference paper","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oKANWloAAAAJ&pagesize=100&citation_for_view=oKANWloAAAAJ:mnAcAzq93VMC",,,1,4,226,37.67,113,2,6,"","",""
299,"C Pham, NH Tran, S Ren, W Saad, CS Hong","Traffic-aware and energy-efficient vNF placement for service chaining: Joint sampling and matching approach",2017,"IEEE Transactions on Services Computing","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=18234414025415744532",18,"2025-03-24 02:13:09","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oKANWloAAAAJ&pagesize=100&citation_for_view=oKANWloAAAAJ:kQqwFFzsCTwC",13,1,172,185,299,37.38,60,5,8,"","",""
73,"C Zhang, FD Puspitasari, S Zheng, C Li, Y Qiao, T Kang, X Shan, C Zhang, ...","A survey on segment anything model (sam): Vision foundation model meets prompt engineering",2023,"arXiv preprint arXiv:2306.","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=5479462923151839991",81,"2025-03-24 02:13:09","Preprint","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oKANWloAAAAJ&pagesize=100&citation_for_view=oKANWloAAAAJ:wsDUewC2rQsC",6211,,,,73,36.50,8,9,2,"","",""
178,"AK Bairagi, MS Munir, M Alsenwi, NH Tran, SS Alshamrani, M Masud, ...","Coexistence mechanism between eMBB and uRLLC in 5G wireless networks",2020,"IEEE transactions on communications","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=15971076392132411221",32,"2025-03-24 02:13:09","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oKANWloAAAAJ&pagesize=100&citation_for_view=oKANWloAAAAJ:3wLP7v6BnpwC",69,3,1736,1749,178,35.60,25,7,5,"","",""
177,"YK Tun, YM Park, NH Tran, W Saad, SR Pandey, CS Hong","Energy-efficient resource management in UAV-assisted mobile edge computing",2020,"IEEE Communications Letters","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=6869223827986670581",33,"2025-03-24 02:13:09","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oKANWloAAAAJ&pagesize=100&citation_for_view=oKANWloAAAAJ:IX653JsL2_EC",25,1,249,253,177,35.40,30,6,5,"","",""
128,"S Suhail, R Hussain, R Jurdak, CS Hong","Trustworthy digital twins in the industrial internet of things with blockchain",2021,"IEEE Internet Computing","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4705128830501942739",43,"2025-03-24 02:13:09","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oKANWloAAAAJ&pagesize=100&citation_for_view=oKANWloAAAAJ:eG7oJ4UONFcC",26,3,58,67,128,32.00,32,4,4,"","",""
92,"NN Ei, M Alsenwi, YK Tun, Z Han, CS Hong","Energy-efficient resource allocation in multi-UAV-assisted two-stage edge computing for beyond 5G networks",2022,"IEEE Transactions on Intelligent Transportation Systems","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=13229834517387440402",58,"2025-03-24 02:13:09","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oKANWloAAAAJ&pagesize=100&citation_for_view=oKANWloAAAAJ:fMcxjvj1mj8C",23,9,16421,16432,92,30.67,18,5,3,"","",""
105,"S Wang, M Chen, C Yin, W Saad, CS Hong, S Cui, HV Poor","Federated learning for task and resource allocation in wireless high-altitude balloon networks",2021,"IEEE Internet of Things Journal","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2605491841636182417",52,"2025-03-24 02:13:09","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oKANWloAAAAJ&pagesize=100&citation_for_view=oKANWloAAAAJ:MDQ-9Oe3GGUC",8,24,17460,17475,105,26.25,15,7,4,"","",""
125,"SF Abedin, MS Munir, NH Tran, Z Han, CS Hong","Data freshness and energy-efficient UAV navigation optimization: A deep reinforcement learning approach",2020,"IEEE Transactions on Intelligent Transportation Systems","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=9246009649259084661",45,"2025-03-24 02:13:09","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oKANWloAAAAJ&pagesize=100&citation_for_view=oKANWloAAAAJ:6LV2YwJzdtgC",22,9,5994,6006,125,25.00,25,5,5,"","",""
49,"LX Nguyen, YK Tun, TN Dang, YM Park, Z Han, CS Hong","Dependency tasks offloading and communication resource allocation in collaborative UAV networks: A metaheuristic approach",2023,"IEEE Internet of Things Journal","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=3876380299309275581",138,"2025-03-24 02:13:09","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oKANWloAAAAJ&cstart=100&pagesize=100&citation_for_view=oKANWloAAAAJ:GO5CT2y9xrEC",10,10,9062,9076,49,24.50,8,6,2,"","",""
23,"PS Aung, LX Nguyen, YK Tun, Z Han, CS Hong","Aerial STAR-RIS empowered MEC: A DRL approach for energy minimization",2024,"IEEE Wireless Communications Letters","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=13555264612620144076",286,"2025-03-24 02:13:09","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oKANWloAAAAJ&cstart=200&pagesize=100&citation_for_view=oKANWloAAAAJ:ysWPWRY3VgcC",,,,,23,23.00,5,5,1,"","",""
200,"MGR Alam, AKM Masum, LS Beh, CS Hong","Critical factors influencing decision to adopt human resource information system (HRIS) in hospitals",2016,"PloS one","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4944294512447447078",25,"2025-03-24 02:13:09","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oKANWloAAAAJ&pagesize=100&citation_for_view=oKANWloAAAAJ:VaXvl8Fpj5cC",11,8,160366,,200,22.22,50,4,9,"","",""
88,"D Chen, CS Hong, L Wang, Y Zha, Y Zhang, X Liu, Z Han","Matching-theory-based low-latency scheme for multitask federated learning in MEC networks",2021,"IEEE Internet of Things Journal","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=497938505277089589",64,"2025-03-24 02:13:09","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oKANWloAAAAJ&pagesize=100&citation_for_view=oKANWloAAAAJ:kOdZbmsmKqcC",8,14,11415,11426,88,22.00,13,7,4,"","",""
87,"L Xu, M Chen, M Chen, Z Yang, C Chaccour, W Saad, CS Hong","Joint location, bandwidth and power optimization for THz-enabled UAV communications",2021,"IEEE Communications Letters","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=3192560983568005188",65,"2025-03-24 02:13:09","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oKANWloAAAAJ&pagesize=100&citation_for_view=oKANWloAAAAJ:SoGhKUJvMTQC",25,6,1984,1988,87,21.75,12,7,4,"","",""
43,"LU Khan, E Mustafa, J Shuja, F Rehman, K Bilal, Z Han, CS Hong","Federated learning for digital twin-based vehicular networks: Architecture and challenges",2023,"IEEE Wireless Communications","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=9305175091838881088",156,"2025-03-24 02:13:09","","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oKANWloAAAAJ&cstart=100&pagesize=100&citation_for_view=oKANWloAAAAJ:7q08wCQPkLwC",,,,,43,21.50,6,7,2,"","",""
150,"QV Pham, T Leanh, NH Tran, BJ Park, CS Hong","Decentralized computation offloading and resource allocation for mobile-edge computing: A matching game approach",2018,"IEEE Access","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=8116440461039519171",37,"2025-03-24 02:13:09","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oKANWloAAAAJ&pagesize=100&citation_for_view=oKANWloAAAAJ:U_HPUtbDl20C",6,,75868,75885,150,21.43,30,5,7,"","",""
147,"SF Abedin, MGR Alam, SMA Kazmi, NH Tran, D Niyato, CS Hong","Resource allocation for ultra-reliable and enhanced mobile broadband IoT applications in fog network",2018,"IEEE Transactions on Communications","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=13584849469252344918",38,"2025-03-24 02:13:09","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oKANWloAAAAJ&pagesize=100&citation_for_view=oKANWloAAAAJ:8xutWZnSdmoC",67,1,489,502,147,21.00,25,6,7,"","",""
21,"SS Hassan, YM Park, YK Tun, W Saad, Z Han, CS Hong","SpaceRIS: LEO satellite coverage maximization in 6G sub-THz networks by MAPPO DRL and whale optimization",2024,"IEEE Journal on Selected Areas in Communications","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=14010332192374425128",303,"2025-03-24 02:13:09","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oKANWloAAAAJ&cstart=300&pagesize=100&citation_for_view=oKANWloAAAAJ:4_yl7nwqy4oC",,,,,21,21.00,4,6,1,"","",""
40,"A Adhikary, MS Munir, AD Raha, Y Qiao, Z Han, CS Hong","Integrated sensing, localization, and communication in holographic mimo-enabled wireless network: A deep learning approach",2023,"IEEE Transactions on Network and Service Management","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=13886946402427834708",168,"2025-03-24 02:13:09","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oKANWloAAAAJ&cstart=100&pagesize=100&citation_for_view=oKANWloAAAAJ:5s9rAH04UEoC",21,1,789,809,40,20.00,7,6,2,"","",""
39,"D Han, C Zhang, Y Qiao, M Qamar, Y Jung, SK Lee, SH Bae, CS Hong","Segment anything model (sam) meets glass: Mirror and transparent objects cannot be easily detected",2023,"arXiv preprint arXiv:2305.","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11378055287561851412",171,"2025-03-24 02:13:09","Preprint","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oKANWloAAAAJ&cstart=100&pagesize=100&citation_for_view=oKANWloAAAAJ:vJdfVD8-6ZYC",278,,,,39,19.50,5,8,2,"","",""
116,"YJ Kim, CS Hong","Blockchain-based node-aware dynamic weighting methods for improving federated learning performance",2019,"2019 20th Asia-pacific network operations and management symposium (APNOMS)","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=5531909521457377118",47,"2025-03-24 02:13:09","Conference paper","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oKANWloAAAAJ&pagesize=100&citation_for_view=oKANWloAAAAJ:H-3wYkpcA84C",,,1,4,116,19.33,58,2,6,"","",""
77,"YL Tun, K Thar, CM Thwal, CS Hong","Federated learning based energy demand prediction with clustered aggregation",2021,"2021 IEEE International Conference on Big Data and Smart Computing (BigComp …","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2942880023379330226",72,"2025-03-24 02:13:09","Conference paper","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=oKANWloAAAAJ&pagesize=100&citation_for_view=oKANWloAAAAJ:MUocvVTjX6cC",,,,,77,19.25,19,4,4,"","",""
