Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
3,"KY Ng, MZ Hasan, A Rahman","Examining the roles of meteorological variables in COVID-19 spread in Malaysia",2024,"Aerobiologia","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2355426794884739893",27,"2025-03-23 16:43:58","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=d1hN4nIAAAAJ&pagesize=100&citation_for_view=d1hN4nIAAAAJ:2P1L_qKh6hAC",40,2,129,144,3,3.00,1,3,1,"","",""
3,"A Rahman, MA Kuddus, AK Paul, MZ Hasan","The impact of triple doses vaccination and other interventions for controlling the outbreak of COVID-19 cases and mortality in Australia: A modelling study",2024,"Heliyon","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=7585140398351817014",28,"2025-03-23 16:43:58","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=d1hN4nIAAAAJ&pagesize=100&citation_for_view=d1hN4nIAAAAJ:M05iB0D1s5AC",10,4,,,3,3.00,1,4,1,"","",""
17,"O Sharif, MZ Hasan, F Kurniasari, A Hermawan, A Gunardi","Productivity and efficiency analysis using DEA: Evidence from financial companies listed in bursa Malaysia",2019,"Management Science Letters","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4389787415460998697",10,"2025-03-23 16:43:58","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=d1hN4nIAAAAJ&pagesize=100&citation_for_view=d1hN4nIAAAAJ:3fE2CSJIrl8C",9,2,301,312,17,2.83,3,5,6,"","",""
8,"S Ahmed, P Butterworth, A Barwick, MZ Hasan, S Nancarrow, A Sharma","Footwear and insole design parameters to prevent occurrence and recurrence of neuropathic plantar forefoot ulcers in patients with diabetes;-A series of N-of-1 trials study …",2022,"","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=15840444252882849602",18,"2025-03-23 16:43:58","","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=d1hN4nIAAAAJ&pagesize=100&citation_for_view=d1hN4nIAAAAJ:O3NaXMp0MMsC",,,,,8,2.67,1,6,3,"","",""
8,"AT John, M Chowdhury, R Islam, IA Mir, MZ Hasan, CY Chong, ...","Effectiveness of High-Intensity Interval Training and Continuous Moderate-Intensity Training on Blood Pressure in Young Physically Inactive Pre-Hypertensive Adults",2022,"Journal of Cardiovascular Development and Disease","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=6706603279638241046",19,"2025-03-23 16:43:58","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=d1hN4nIAAAAJ&pagesize=100&citation_for_view=d1hN4nIAAAAJ:blknAaTinKkC",,,,,8,2.67,1,7,3,"","",""
36,"MZ Hasan, AA Kamil, A Mustafa, MA Baten","A validity test of capital asset pricing model for Dhaka stock exchange",2011,"Journal of Applied Sciences","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=5790746658030077382",4,"2025-03-23 16:43:58","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=d1hN4nIAAAAJ&pagesize=100&citation_for_view=d1hN4nIAAAAJ:qjMakFHDy7sC",11,20,3490,3496,36,2.57,9,4,14,"","",""
26,"MZ Hasan, AA Kamil, A Mustafa, MA Baten","Stochastic frontier model approach for measuring stock market efficiency with different distributions",2012,"PloS one","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=10953054228211873560",8,"2025-03-23 16:43:58","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=d1hN4nIAAAAJ&pagesize=100&citation_for_view=d1hN4nIAAAAJ:W7OEmFMy1HYC",7,5,37047,,26,2.00,7,4,13,"","",""
6,"O Sharif, MZ Hasan, A Rahman","Determining an effective short term COVID-19 prediction model in ASEAN countries. Sci. Rep. 12, 1–11",2022,"","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=12712995397499628679",22,"2025-03-23 16:43:58","","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=d1hN4nIAAAAJ&pagesize=100&citation_for_view=d1hN4nIAAAAJ:70eg2SAEIzsC",,,,,6,2.00,2,3,3,"","",""
2,"A Rahman, N Othman, MA Kuddus, MZ Hasan","Impact of the COVID-19 pandemic on child malnutrition in Selangor, Malaysia: a pilot study",2024,"Journal of Infection and Public Health","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=12960399585501724942",32,"2025-03-23 16:43:58","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=d1hN4nIAAAAJ&pagesize=100&citation_for_view=d1hN4nIAAAAJ:HoB7MX3m0LUC",17,5,833,842,2,2.00,1,4,1,"","",""
25,"MZ Hasan, AA Kamil, A Mustafa, MA Baten","Relationship between risk and expected returns: Evidence from the dhaka stock exchange",2012,"Procedia Economics and Finance","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=10865452599322324613",9,"2025-03-23 16:43:58","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=d1hN4nIAAAAJ&pagesize=100&citation_for_view=d1hN4nIAAAAJ:Y0pCki6q_DkC",2,,1,8,25,1.92,6,4,13,"","",""
10,"O Sharif, MZ Hasan","Forecasting the Stock Price by using Holt’s Method",2019,"Indonesian Journal of Contemporary Management Research","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=3399254953134896748",15,"2025-03-23 16:43:58","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=d1hN4nIAAAAJ&pagesize=100&citation_for_view=d1hN4nIAAAAJ:bEWYMUwI8FkC",1,1,15,24,10,1.67,5,2,6,"","",""
5,"L Islam, MR Islam, S Akter, MZ Hasan, MA Moni, MN Uddin","Identifying Heterogeneity of Diabetics Mellitus Based on the Demographical and Clinical Characteristics",2022,"Human-Centric Intelligent Systems","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=14443708797940793920",24,"2025-03-23 16:43:58","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=d1hN4nIAAAAJ&pagesize=100&citation_for_view=d1hN4nIAAAAJ:isC4tDSrTZIC",2,1,44,54,5,1.67,1,6,3,"","",""
3,"N Mehriban, AN Zafar Ullah, MI Haque, MGD Harun, DM Isse, ...","Knowledge, attitudes, and practices of female health care service providers on female genital mutilation in Somalia: A cross-sectional study",2023,"Women's Health","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=17075533062401538272",29,"2025-03-23 16:43:58","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=d1hN4nIAAAAJ&pagesize=100&citation_for_view=d1hN4nIAAAAJ:35N4QoGY0k4C",19,,2147483647,2147483647,3,1.50,1,6,2,"","",""
1,"MH Sarker, MH Hussain, TX Neik, MZ Hasan, WY Wee, HS Tan, S Ko, ...","Screening of heat stress-tolerant weedy rice and SNP identification of heat-tolerance-related genes",2024,"Plant Biotechnology Reports","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=16779986267416588840",38,"2025-03-23 16:43:58","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=d1hN4nIAAAAJ&pagesize=100&citation_for_view=d1hN4nIAAAAJ:cFHS6HbyZ2cC",18,5,659,672,1,1.00,0,8,1,"","",""
1,"CY Chow, MZ Hasan, AA Kamil","Prevalence and Associated Factors Related to Tobacco Consumption Among University Students in Malaysia",2024,"Health Psychology Research","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=13754613510193114156",39,"2025-03-23 16:43:58","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=d1hN4nIAAAAJ&pagesize=100&citation_for_view=d1hN4nIAAAAJ:SeFeTyx0c_EC",12,,94232,94232,1,1.00,0,3,1,"","",""
10,"MZ Hasan, AA Kamil, A Mustafa, MA Baten","Analyzing and estimating portfolio performance of Bangladesh stock market",2013,"American Journal of Applied Sciences","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=14338531452428003449",16,"2025-03-23 16:43:58","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=d1hN4nIAAAAJ&pagesize=100&citation_for_view=d1hN4nIAAAAJ:5nxA0vEk-isC",10,2,139,146,10,0.83,3,4,12,"","",""
3,"A Usman, N Mustafa, SP Iqbal, MZ Hasan, MF Shaikh, JA Dujaili, SH Gan","Mapping the role of pH‐adjusted potassium in diabetic ketoacidosis: Hypokalemia and the patient outcomes",2021,"International Journal of Clinical Practice","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=13699179993338241053",30,"2025-03-23 16:43:58","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=d1hN4nIAAAAJ&pagesize=100&citation_for_view=d1hN4nIAAAAJ:hC7cP41nSMkC",75,8,14315,,3,0.75,0,7,4,"","",""
4,"O Sharif, MZ Hasan, C Yun Fah, MZ Sirdari","Efficiency analysis by combination of frontier methods: Evidence from unreplicated linear functional relationship model",2019,"Business and Economic Horizons (BEH) 15 (1232-2019-893)","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=4553396653412671763",25,"2025-03-23 16:43:58","Book chapter","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=d1hN4nIAAAAJ&pagesize=100&citation_for_view=d1hN4nIAAAAJ:YOwf2qJgpHMC",,,107,125,4,0.67,1,4,6,"","",""
9,"MZ Hasan, AA Kamil, A Baten","Measuring Dhaka stock exchange market efficiency: A stochastic frontier analysis",2011,"African Journal of Business Management","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=12229657581121104190",17,"2025-03-23 16:43:58","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=d1hN4nIAAAAJ&pagesize=100&citation_for_view=d1hN4nIAAAAJ:eQOLeE2rZwMC",5,22,8891,8891,9,0.64,3,3,14,"","",""
7,"MZ Hasan, AA Kamil","Contribution of co-skewness and co-kurtosis of the higher moment CAPM for finding the technical efficiency",2014,"Economics Research International","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=15269274810496959225",20,"2025-03-23 16:43:58","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=d1hN4nIAAAAJ&pagesize=100&citation_for_view=d1hN4nIAAAAJ:ufrVoPGSRksC",2014,,,,7,0.64,4,2,11,"","",""
7,"M Hasan, A Kamil, A Mustafa, M Baten","An empirical analysis of higher moment capital asset pricing model for Bangladesh stock market",2013,"Modern Applied Science","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=1058617021807047723",21,"2025-03-23 16:43:58","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=d1hN4nIAAAAJ&pagesize=100&citation_for_view=d1hN4nIAAAAJ:u-x6o8ySG0sC",7,5,,,7,0.58,2,4,12,"","",""
6,"A Tamat, S Pawanchik, AA Kamil, MF Hilmi, HH Lateh, MZ Hasan, ...","An analysis of variation of turn out time and response time in Penang state fire and rescue department",2014,"Journal of Environmental Science and Technology","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=13464340135453921695",23,"2025-03-23 16:43:58","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=d1hN4nIAAAAJ&pagesize=100&citation_for_view=d1hN4nIAAAAJ:aqlVkmm33-oC",7,4,200,208,6,0.55,1,7,11,"","",""
1,"MI Haque, MR Islam, MZ Hasan, MM Ali, R Kabir, MGD Harun, ...","Predictors of parental knowledge of tobacco effects on health and parental perceptions on tobacco control measures at household level in selected urban residential areas of …",2023,"International Journal of Health Promotion and Education","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=14440688530763344817",40,"2025-03-23 16:43:58","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=d1hN4nIAAAAJ&pagesize=100&citation_for_view=d1hN4nIAAAAJ:-f6ydRqryjwC",61,1,2,18,1,0.50,0,7,2,"","",""
2,"O Sharif, MZ Hasan, MA Halim, MM Hasan, MZ Sirdari","Regression Analysis to Rank: Evidence from Profit Risk and Efficiency",2020,"Communications in Computational and Applied Mathematics","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11301828216623840040",33,"2025-03-23 16:43:58","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=d1hN4nIAAAAJ&pagesize=100&citation_for_view=d1hN4nIAAAAJ:7PzlFSSx8tAC",2,2,,,2,0.40,0,5,5,"","",""
3,"MZ Hasan, AA Kamil","Evaluation of the Domestic Banks Technical Efficiency in Malaysia",2015,"Bulletin of Mathematics","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=17136268259286627703",31,"2025-03-23 16:43:58","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=d1hN4nIAAAAJ&pagesize=100&citation_for_view=d1hN4nIAAAAJ:KlAtU1dfN6UC",7,1,65,79,3,0.30,2,2,10,"","",""
4,"MZ Hasan, AA Kamil, MA Baten","Evaluation of stock market technical efficiency with a comparison of groups of companies in Dhaka stock exchange",2011,"International Journal of Physical Sciences","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=15324027691454146278",26,"2025-03-23 16:43:58","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=d1hN4nIAAAAJ&pagesize=100&citation_for_view=d1hN4nIAAAAJ:_FxGoFyzp5QC",6,24,5857,5865,4,0.29,1,3,14,"","",""
2,"MZ Hasan, MA Baten, MM Uddin","Validity of Fama and French Three Factor Model with Capm in Kuala Lumpur Stock Exchange Market",2017,"The Journal of Internet Banking and Commerce","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=13919908449042226034",34,"2025-03-23 16:43:58","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=d1hN4nIAAAAJ&pagesize=100&citation_for_view=d1hN4nIAAAAJ:kNdYIx-mwKoC",,,1,15,2,0.25,1,3,8,"","",""
2,"MZ Hasan, AA Kamil, A Mustafa, MA Baten","Estimating stock market technical efficiency for truncated normal distribution: Evidence from Dhaka stock exchange",2012,"Trends in Applied Sciences Research","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=16373627518965065453",35,"2025-03-23 16:43:58","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=d1hN4nIAAAAJ&pagesize=100&citation_for_view=d1hN4nIAAAAJ:UebtZRa9Y70C",7,7,532,532,2,0.15,1,4,13,"","",""
2,"MZ Hasan, AA Kamil, A Mustafa, MA Baten","Risk-return association of Dhaka stock exchange market: A capital asset pricing model framework",2012,"International Conference on Accounting and Finance (AT). Proceedings","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=16233162768572681807",36,"2025-03-23 16:43:58","Conference paper","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=d1hN4nIAAAAJ&pagesize=100&citation_for_view=d1hN4nIAAAAJ:Se3iqnhoufwC",182,,,,2,0.15,1,4,13,"","",""
2,"MZ Hasan, AA Kami, A Mustafa, MA Baten","Stock Market Technical Efficiency for Half Normal Distribution",2012,"The 2012 International Conference on Business and Management","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=17105748467380761029",37,"2025-03-23 16:43:58","Conference paper","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=d1hN4nIAAAAJ&pagesize=100&citation_for_view=d1hN4nIAAAAJ:IjCSPb-OGe4C",,,183,193,2,0.15,1,4,13,"","",""
1,"MZ Hasan, AA Kamil","Cross-sectional test of the Fama-French three-factor model: Evidence from Bangladesh stock market",2014,"AIP Conference Proceedings","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=12406724960427228814",41,"2025-03-23 16:43:58","Conference paper","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=d1hN4nIAAAAJ&pagesize=100&citation_for_view=d1hN4nIAAAAJ:WF5omc3nYNoC",1613,1,81,91,1,0.09,1,2,11,"","",""
1,"MZ Hasan, AA Kamil, A Mustafa, MA Baten","An analysis of the CAPM for Dhaka Stock Exchange: Evidence from non-financial sector",2012,"GSTF Business Review (GBR)","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=15972771355423823892",42,"2025-03-23 16:43:58","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=d1hN4nIAAAAJ&pagesize=100&citation_for_view=d1hN4nIAAAAJ:roLk4NBRz8UC",2,1,13,13,1,0.08,0,4,13,"","",""
0,"NH Muzahid, A Ramesh, TH Siew, MZ Hasan, K Narayanan, S Rahman","Comparison of the virulence of community- and hospital- isolated Acinetobacter baumannii in HeLa cell line and insect model, Galleria mellonella",2025,"Access Microbiology 7 (2), 000858. v","","","https://scholar.google.com",43,"2025-03-23 16:43:58","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=d1hN4nIAAAAJ&pagesize=100&citation_for_view=d1hN4nIAAAAJ:a0OBvERweLwC",3,,,,0,0.00,0,6,1,"","",""
0,"S Ahmed, A Barwick, A Sharma, MZ Hasan, MA Kabir, S Nancarrow","Examining characteristics of those who receive pedorthic services: A clinical audit",2024,"PloS one","","","https://scholar.google.com",44,"2025-03-23 16:43:58","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=d1hN4nIAAAAJ&pagesize=100&citation_for_view=d1hN4nIAAAAJ:dfsIfKJdRG4C",19,7,304443,,0,0.00,0,6,1,"","",""
0,"T Akter, MI Haque, MZ Hasan, F Muhammad, S Sultana, MGD Harun, ...","The Association of Gender Based Violence (GBV) with Familial and Social Determinants and Mental Health Status of Bengali Married Working Women: A Cross-sectional Study",2023,"Clinical Practice and Epidemiology in Mental Health","","","https://scholar.google.com",45,"2025-03-23 16:43:58","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=d1hN4nIAAAAJ&pagesize=100&citation_for_view=d1hN4nIAAAAJ:fPk4N6BV_jEC",19,1,,,0,0.00,0,7,2,"","",""
0,"MI Haque, T Akter, F Muhammad, MGD Harun, MZ Hasan, AC ABM","Mental Health Status and its Determinants among Higher Socio-Economic Married Working Women in Bangladesh",2023,"The Open Psychology Journal","","","https://scholar.google.com",46,"2025-03-23 16:43:58","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=d1hN4nIAAAAJ&pagesize=100&citation_for_view=d1hN4nIAAAAJ:4OULZ7Gr8RgC",16,1,,,0,0.00,0,6,2,"","",""
0,"M Rahman, HM Abubakar, MZ Hasan, J Ferdous, M Alam, MS Islam, ...","Difficulties in Thought, Language and Communication: A Cross-Sectional Study of Psychiatric People in Bangladesh",2021,"International Journal","","","https://scholar.google.com",47,"2025-03-23 16:43:58","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=d1hN4nIAAAAJ&pagesize=100&citation_for_view=d1hN4nIAAAAJ:RHpTSmoSYBkC",8,1,36,42,0,0.00,0,7,4,"","",""
