Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
4,"I Hossain, S Puppala, MJ Alam, S Talukder","A Visual Approach to Tracking Emotional Sentiment Dynamics in Social Network Commentaries",2024,"18th International AAAI Conference on Web and Social Media (ICWSM 2024)","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=13810402491279919646",11,"2025-03-15 01:45:05","Conference paper","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FexryyIAAAAJ&pagesize=100&citation_for_view=FexryyIAAAAJ:_FxGoFyzp5QC",11,,,,4,4.00,1,4,1,"","",""
4,"S Ahmed, MJ Alam, S Talukder, I Hossain","Towards Addressing Identity Deception in Social Media using Bangla Text-Based Gender Identification",2023,"2023 IEEE/ACM International Conference on Advances in Social Networks …","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=5478776276402427886",12,"2025-03-15 01:45:05","Conference paper","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FexryyIAAAAJ&pagesize=100&citation_for_view=FexryyIAAAAJ:YsMSGLbcyi4C",,,,,4,2.00,1,4,2,"","",""
4,"I Hossain, S Puppala, MJ Alam, S Talukder","Monitoring Dynamics of Emotional Sentiment in Social Network Commentaries",2023,"2023 IEEE/ACM International Conference on Advances in Social Networks …","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=17709253421611396380",13,"2025-03-15 01:45:05","Conference paper","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FexryyIAAAAJ&pagesize=100&citation_for_view=FexryyIAAAAJ:Y0pCki6q_DkC",,,,,4,2.00,1,4,2,"","",""
3,"I Hossain, MJ Alam, S Puppala, S Talukder","EVOLVE: Predicting User Evolution and Network Dynamics in Social Media Using Fine-Tuned GPT-like Model",2024,"The 16th International Conference on Advances in Social Networks Analysis …","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=16706485691975970796",14,"2025-03-15 01:45:05","Conference paper","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FexryyIAAAAJ&pagesize=100&citation_for_view=FexryyIAAAAJ:Se3iqnhoufwC",,,,,3,3.00,1,4,1,"","",""
2,"S Puppala, I Hossain, MJ Alam, S Talukder","SCALE: Self-regulated Clustered federAted LEarning in a Homogeneous Environment",,"","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=10403074197873263655",15,"2025-03-15 01:45:05","","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FexryyIAAAAJ&pagesize=100&citation_for_view=FexryyIAAAAJ:Zph67rFs4hoC",,,,,2,0.00,1,4,,"","",""
1,"S Puppala, I Hossain, MJ Alam, S Talukder","Generative AI like ChatGPT in Blockchain Federated Learning: use cases, opportunities and future",2024,"","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=17267313763226434867",16,"2025-03-15 01:45:05","","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FexryyIAAAAJ&pagesize=100&citation_for_view=FexryyIAAAAJ:KlAtU1dfN6UC",,,,,1,1.00,0,4,1,"","",""
1,"I Hossain, MJ Alam, S Puppala, S Talukder","FLASH: Federated Learning-Based LLMs for Advanced Query Processing in Social Networks through RAG",2024,"The 16th International Conference on Advances in Social Networks Analysis …","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=13735466591278254142",17,"2025-03-15 01:45:05","Conference paper","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FexryyIAAAAJ&pagesize=100&citation_for_view=FexryyIAAAAJ:MXK_kJrjxJIC",,,,,1,1.00,0,4,1,"","",""
1,"I Hossain, MJ Alam, S Puppala, S Talukder","SocFedGPT: Federated GPT-based Adaptive Content Filtering System Leveraging User Interactions in Social Networks",2024,"The 16th International Conference on Advances in Social Networks Analysis …","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=17279901662886047148",18,"2025-03-15 01:45:05","Conference paper","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FexryyIAAAAJ&pagesize=100&citation_for_view=FexryyIAAAAJ:0EnyYjriUFMC",,,,,1,1.00,0,4,1,"","",""
1,"MJ Alam, I Hossain, S Puppala, S Talukder","Combating Identity Attacks in Online Social Networks: A Multi-Layered Framework Using Zero-Knowledge Proof and Permissioned Blockchain",2023,"2023 IEEE/ACM International Conference on Advances in Social Networks …","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=13969298425862082358",19,"2025-03-15 01:45:05","Conference paper","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FexryyIAAAAJ&pagesize=100&citation_for_view=FexryyIAAAAJ:W7OEmFMy1HYC",,,,,1,0.50,0,4,2,"","",""
0,"RB Hossain, I Hossain, S Talukder, SB Alam","Natural Language Processing for Predictive Maintenance in Nuclear Power Plant: Digital Twin Context",2024,"Transactions of the American Nuclear Society (ANS)","","","https://scholar.google.com",20,"2025-03-15 01:45:05","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FexryyIAAAAJ&pagesize=100&citation_for_view=FexryyIAAAAJ:roLk4NBRz8UC",,,,,0,0.00,0,4,1,"","",""
0,"RB Hossain, I Hossain, S Talukder, SB Alam","Enhancing the Cybersecurity of Advanced Nuclear Power Plants through Generative AI and Large Language Models",2024,"Transactions of the American Nuclear Society (ANS)","","","https://scholar.google.com",21,"2025-03-15 01:45:05","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FexryyIAAAAJ&pagesize=100&citation_for_view=FexryyIAAAAJ:LkGwnXOMwfcC",,,,,0,0.00,0,4,1,"","",""
0,"I Hossain, S Puppala, S Talukder, MJ Alam","Blockchain-Integrated Secure Framework for Enhanced E-Government Services",2024,"Building Cybersecurity Applications with Blockchain and Smart Contracts","","","https://scholar.google.com",22,"2025-03-15 01:45:05","","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FexryyIAAAAJ&pagesize=100&citation_for_view=FexryyIAAAAJ:ufrVoPGSRksC",,,,,0,0.00,0,4,1,"","",""
0,"I Hossain, MJ Alam, S Puppala, S Talukder","CAMERA: Context Based Emotion Detection Framework And Its Evaluation",2024,"The 16th International Conference on Advances in Social Networks Analysis …","","","https://scholar.google.com",23,"2025-03-15 01:45:05","Conference paper","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FexryyIAAAAJ&pagesize=100&citation_for_view=FexryyIAAAAJ:kNdYIx-mwKoC",,,,,0,0.00,0,4,1,"","",""
0,"I Hossain, MJ Alam, S Puppala, S Talukder","Combating Echo Chambers In Online Social Network By Increasing Content Diversity In Recommendation",2024,"The 16th International Conference on Advances in Social Networks Analysis …","","","https://scholar.google.com",24,"2025-03-15 01:45:05","Conference paper","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FexryyIAAAAJ&pagesize=100&citation_for_view=FexryyIAAAAJ:3fE2CSJIrl8C",,,,,0,0.00,0,4,1,"","",""
0,"J Ferdaus, M Hasan, I Hossain, MJ Alam, S Puppala, S Talukder","The Survey of Recommendation System: Past, Present and Future",2024,"","","","https://scholar.google.com",25,"2025-03-15 01:45:05","","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FexryyIAAAAJ&pagesize=100&citation_for_view=FexryyIAAAAJ:hqOjcs7Dif8C",,,,,0,0.00,0,6,1,"","",""
0,"I Hossain, M Hasan, Z Hassan","An Evolutionary Population Census Application Through Mobile Crowdsourcing",2021,"International Conference on Intelligent Computing &Optimization","","","https://scholar.google.com",26,"2025-03-15 01:45:05","Conference paper","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=FexryyIAAAAJ&pagesize=100&citation_for_view=FexryyIAAAAJ:u5HHmVD_uO8C",,,1000,1010,0,0.00,0,3,4,"","",""
