Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
3,"A Talukder, CS Hong","Susceptible-infection-based cost-effective seed mining in social networks",2019,"2019 20th Asia-Pacific Network Operations and Management Symposium (APNOMS)","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=6628443273918883624",26,"2025-03-24 02:15:28","Conference paper","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8DESGtwAAAAJ&pagesize=100&citation_for_view=8DESGtwAAAAJ:O3NaXMp0MMsC",,,1,6,3,0.50,2,2,6,"","",""
4,"MGR Alam, SF Abedin, SI Moon, SH Kim, A Talukder, AK Bairagi, ...","Deep Learning based emotion recognition through biosensor observations",2016,"한국정보과학회 학술발표논문집","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=17443189100627540894",23,"2025-03-24 02:15:28","Book chapter","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8DESGtwAAAAJ&pagesize=100&citation_for_view=8DESGtwAAAAJ:qxL8FJ1GzNcC",,,1231,2,4,0.44,1,7,9,"","",""
4,"A Talukder, MGR Alam, AK Bairagi, SF Abedin, HT Nguyen, CS Hong","The GRIM: Target Marketing in Social Network",2016,"The International Symposium on Perception, Action, and Cognitive Systems …","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=6202261416415785708",24,"2025-03-24 02:15:28","Conference paper","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8DESGtwAAAAJ&pagesize=100&citation_for_view=8DESGtwAAAAJ:4DMP91E08xMC",,,,,4,0.44,1,6,9,"","",""
4,"MMT Islam, A Talukder, T Rahman, JMM Islam, S Hossain, HU Shekhar","Food functionality of popular and commonly consumed indigenous vegetables and fruits from Bangladesh",2013,"Food and Nutrition Sciences","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=18390326617298338797",25,"2025-03-24 02:15:28","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8DESGtwAAAAJ&pagesize=100&citation_for_view=8DESGtwAAAAJ:WC23djZS0W4C",4,7,741,741,4,0.33,1,6,12,"","",""
2,"MS Munir, SF Abedin, A Talukder, CS Hong","Energy demand scheduling for autonomous and connected vehicle swarms in smart transportation system",2019,"한국정보과학회 학술발표논문집","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=9776391218327896649",27,"2025-03-24 02:15:28","Book chapter","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8DESGtwAAAAJ&pagesize=100&citation_for_view=8DESGtwAAAAJ:J_g5lzvAfSwC",,,939,941,2,0.33,1,4,6,"","",""
2,"MGR Alam, SF Abedin, SI Moon, A Talukder, A Kumar, MSM Bairagi, ...","Affective mood mining through deep recurrent neural network",2017,"한국정보과학회 학술발표논문집","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=15101718720146901001",28,"2025-03-24 02:15:28","Book chapter","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8DESGtwAAAAJ&pagesize=100&citation_for_view=8DESGtwAAAAJ:ZeXyd9-uunAC",,,501,503,2,0.25,0,7,8,"","",""
2,"A Talukder, SF Abedin, AK Bairagi, MGR Alam, SH Kim, S Lee, CS Hong","Process migration using docker container in sdn environment",2016,"한국정보과학회 학술발표논문집","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=6097356578093240187",29,"2025-03-24 02:15:28","Book chapter","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8DESGtwAAAAJ&pagesize=100&citation_for_view=8DESGtwAAAAJ:_kc_bZDykSQC",,,1331,1333,2,0.22,0,7,9,"","",""
2,"A NDIKUMANA, A Talukder, R Kamal, K Thar, S Ullah, R Haw, CS Hong","Performance Evaluation of NDN Forwarding Strategies",2014,"한국정보과학회 학술발표논문집","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=17788561949095894481,17483492007633447785",30,"2025-03-24 02:15:28","Book chapter","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8DESGtwAAAAJ&pagesize=100&citation_for_view=8DESGtwAAAAJ:IjCSPb-OGe4C",,,887,889,2,0.18,0,7,11,"","",""
1,"A Talukder, CS Hong","A Susceptible-Infection-based Greedy Model for Mining Cost-effective Seeds in Social Networks",2019,"Korea Computer Congress (KCC 2019)","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=49912008545717753",31,"2025-03-24 02:15:28","Conference paper","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8DESGtwAAAAJ&pagesize=100&citation_for_view=8DESGtwAAAAJ:NMxIlDl6LWMC",,,1533,1535,1,0.17,1,2,6,"","",""
1,"MFD Reario, PJ Pacheco, E Lafuente, A Talukder","Developing homestead food production in Muslim Mindanao, Philippines: does mode of implementation matter?",2018,"Diversity and change in food wellbeing: Cases from Southeast Asia and Nepal …","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=3338495765816195623",32,"2025-03-24 02:15:28","","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8DESGtwAAAAJ&pagesize=100&citation_for_view=8DESGtwAAAAJ:eMMeJKvmdy0C",,,,,1,0.14,0,4,7,"","",""
1,"MA Layek, NQ Thai, MA Hossain, NT Thu, A Talukder, TC Chung, EN Huh","Analysis of the Effects of Timing Presets on the Performance of H. 264/AVC and H. 265/HEVC Video Encoders",2017,"한국통신학회 학술대회논문집","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=15573708506263243398",33,"2025-03-24 02:15:28","Book chapter","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8DESGtwAAAAJ&pagesize=100&citation_for_view=8DESGtwAAAAJ:QIV2ME_5wuYC",,,442,443,1,0.13,0,7,8,"","",""
1,"MA Layek, NQ Thai, MA Hossain, NT Thu, A Talukder, TC Chung, EN Huh","Performance Analysis of AV1 for Video Coding in Very Low Bit Rates",2017,"한국정보과학회 학술발표논문집","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=11308606169884519881",34,"2025-03-24 02:15:28","Book chapter","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8DESGtwAAAAJ&pagesize=100&citation_for_view=8DESGtwAAAAJ:9ZlFYXVOiuMC",,,118,120,1,0.13,0,7,8,"","",""
1,"SF Abedin, MGR Alam, AK Bairagi, A Talukder, CS Hong","An Indoor Navigation Service for Visually Impaired People",2016,"한국정보과학회 학술발표논문집","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=3201017653877159036",35,"2025-03-24 02:15:28","Book chapter","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8DESGtwAAAAJ&pagesize=100&citation_for_view=8DESGtwAAAAJ:4TOpqqG69KYC",,,519,521,1,0.11,0,5,9,"","",""
1,"MGR Alam, SS Kim, SF Abedin, AK Bairaggi, A Talukder, CS Hong","Prediction of psychiatric mental states for emergency telepsychiatry",2015,"한국정보과학회 학술발표논문집","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=9155797380753297818",36,"2025-03-24 02:15:28","Book chapter","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8DESGtwAAAAJ&pagesize=100&citation_for_view=8DESGtwAAAAJ:qjMakFHDy7sC",,,1139,1141,1,0.10,0,6,10,"","",""
1,"A Talukdar, N Nujhat","Measuring Quality of Services (QoS) on the Basis of Customer Satisfaction of Banks in Bangladesh",2014,"Dhaka University Journal of Business Studies","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=2206628092834565902",37,"2025-03-24 02:15:28","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8DESGtwAAAAJ&pagesize=100&citation_for_view=8DESGtwAAAAJ:GnPB-g6toBAC",35,1,201,212,1,0.09,1,2,11,"","",""
0,"A Talukder, MGR Alam, NH Tran, D Niyato, CS Hong","Knapsack-based reverse influence maximization for target marketing in social networks",2019,"IEEE Access","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=12606462924342938699",5,"2025-03-24 02:15:28","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8DESGtwAAAAJ&pagesize=100&citation_for_view=8DESGtwAAAAJ:maZDTaKrznsC",7,,44182,44198,0,0.00,0,5,6,"","",""
0,"S Arafin, AF Ashrafi, MGR Alam, A Talukder","BFER-Net: Babies Facial Expression Recognition Model using ResNet12 Enabled Few-shot Embedding Adaptation and Convolutional Block Attention Modules",2025,"IEEE Access","","","https://scholar.google.com",38,"2025-03-24 02:15:28","","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8DESGtwAAAAJ&pagesize=100&citation_for_view=8DESGtwAAAAJ:dQ2og3OwTAUC",,,,,0,0.00,0,4,1,"","",""
0,"A Shams, AK Tamanna, A Talukder","An Analysis of the Trade Competitiveness of Non-RMG Sectors of Bangladesh",2024,"Bangladesh Journal of MIS","","","https://scholar.google.com",39,"2025-03-24 02:15:28","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8DESGtwAAAAJ&pagesize=100&citation_for_view=8DESGtwAAAAJ:b0M2c_1WBrUC",10,1,68,90,0,0.00,0,3,1,"","",""
0,"AMH Saad, A Talukder","E-TENDERING: A REVIEW OF INTERNET-BASED PROCUREMENT PROCESSES",2024,"International Journal of Trendy Research in Engineering and Technology 9 (1 …","","","https://scholar.google.com",40,"2025-03-24 02:15:28","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8DESGtwAAAAJ&pagesize=100&citation_for_view=8DESGtwAAAAJ:abG-DnoFyZgC",,,,,0,0.00,0,2,1,"","",""
0,"SF Abedin, MS Munir, A Talukder, CS Hong","A Reinforcement Learning-based Energy Efficient Trajectory and Communication Optimization for UAV-assisted 5G Network",2019,"한국정보과학회 학술발표논문집","","","https://scholar.google.com",41,"2025-03-24 02:15:28","Book chapter","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8DESGtwAAAAJ&pagesize=100&citation_for_view=8DESGtwAAAAJ:NaGl4SEjCO4C",,,945,947,0,0.00,0,4,6,"","",""
0,"A Talukder, SF Abedin, MS Munir, CS Hong","Reverse Influence Maximization for the Competitive Market in Dynamic Social Networks",2019,"한국정보과학회 학술발표논문집","","","https://scholar.google.com",42,"2025-03-24 02:15:28","Book chapter","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8DESGtwAAAAJ&pagesize=100&citation_for_view=8DESGtwAAAAJ:RGFaLdJalmkC",,,1233,1235,0,0.00,0,4,6,"","",""
0,"A Shakil, A Talukder, S Akter, FN Hoque, M Asaduzzaman","Experiences and opinions of mollusk fishers in the Cox's Bazar coast, Bangladesh",2019,"Bangladesh Journal of Veterinary and Animal Sciences","","","https://scholar.google.com",43,"2025-03-24 02:15:28","Journal article","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8DESGtwAAAAJ&pagesize=100&citation_for_view=8DESGtwAAAAJ:LhH-TYMQEocC",7,1,,,0,0.00,0,5,6,"","",""
0,"A Talukder, MA Layek, CS Hong","A Novel Approach of Viral Marketing in Social Networks",2017,"한국정보과학회 학술발표논문집","","","https://scholar.google.com",44,"2025-03-24 02:15:28","Book chapter","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8DESGtwAAAAJ&pagesize=100&citation_for_view=8DESGtwAAAAJ:mVmsd5A6BfQC",,,1265,1267,0,0.00,0,3,8,"","",""
0,"A Talukder, AK Bairagi, VD Nguyen, CS Hong","Running Time Improvement of Influence Maximization in Social Network Using Graph Reducing Technique (GRT)",2015,"한국정보과학회 학술발표논문집","","","https://scholar.google.com",45,"2025-03-24 02:15:28","Book chapter","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8DESGtwAAAAJ&pagesize=100&citation_for_view=8DESGtwAAAAJ:ufrVoPGSRksC",,,1391,1393,0,0.00,0,4,10,"","",""
0,"AK Bairagi, MGR Alam, SF Abedin, A Talukder, CS Hong","An Efficient Approach for Protecting Personal Information in IoT",2015,"한국정보과학회 학술발표논문집","","","https://scholar.google.com",46,"2025-03-24 02:15:28","Book chapter","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=8DESGtwAAAAJ&pagesize=100&citation_for_view=8DESGtwAAAAJ:zYLM7Y9cAGgC",,,1007,1009,0,0.00,0,5,10,"","",""
