Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
7,"A Biswas, MS Islam","Mri brain tumor classification technique using fuzzy c-means clustering and artificial neural network",2022,"International Conference on Artificial Intelligence for Smart Community …","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=9356879304886158611",9,"2025-03-24 01:57:38","Conference paper","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=woiE2RUAAAAJ&pagesize=100&citation_for_view=woiE2RUAAAAJ:UeHWp8X0CEIC",,,,,7,2.33,4,2,3,"","",""
2,"MAA Nasim, P Biswas, A Rashid, KD Gupta, R George, S Chakraborty, ...","Securing the Diagnosis of Medical Imaging: An In-depth Analysis of AI-Resistant Attacks",2024,"arXiv preprint arXiv:2408.","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=5349569043647873977",14,"2025-03-24 01:57:38","Preprint","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=woiE2RUAAAAJ&pagesize=100&citation_for_view=woiE2RUAAAAJ:LkGwnXOMwfcC",348,,,,2,2.00,0,7,1,"","",""
7,"A Biswas, MS Islam","Hybrid cnn-svm model for brain tumor classification utilizing different datasets",2021,"2021 International Conference on Electronics, Communications and Information …","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=12503325059902227942",10,"2025-03-24 01:57:38","Conference paper","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=woiE2RUAAAAJ&pagesize=100&citation_for_view=woiE2RUAAAAJ:d1gkVwhDpl0C",,,,,7,1.75,4,2,4,"","",""
1,"P Biswas, A Rashid, A Al Masum, MDA Al Nasim, ASMA Ferdous, ...","An Extensive and Methodical Review of Smart Grids for Sustainable Energy Management-Addressing Challenges with AI, Renewable Energy Integration and Leading-edge Technologies",2025,"IEEE Access","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=18163581102894702084",15,"2025-03-24 01:57:38","","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=woiE2RUAAAAJ&pagesize=100&citation_for_view=woiE2RUAAAAJ:0EnyYjriUFMC",,,,,1,1.00,0,6,1,"","",""
1,"MD Nasim, P Biswas, A Rashid, A Biswas, KD Gupta","Trustworthy XAI and Application",2024,"arXiv preprint arXiv:2410.","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=1976832153761450542",16,"2025-03-24 01:57:38","Preprint","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=woiE2RUAAAAJ&pagesize=100&citation_for_view=woiE2RUAAAAJ:UebtZRa9Y70C",17139,,,,1,1.00,0,5,1,"","",""
3,"A Biswas, MS Islam","ANN-Based Brain Tumor Classification: Performance Analysis Using K-Means and FCM Clustering With Various Training Functions",2021,"Explainable Artificial Intelligence for Smart Cities","","","https://scholar.google.com/scholar?oi=bibs&hl=en&cites=5455133448941557852",13,"2025-03-24 01:57:38","Book chapter","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=woiE2RUAAAAJ&pagesize=100&citation_for_view=woiE2RUAAAAJ:qjMakFHDy7sC",,,83,102,3,0.75,2,2,4,"","",""
0,"MD Abdullah Al Nasim, P Biswas, A Rashid, A Biswas, K Datta Gupta","Trustworthy XAI and Application",2024,"arXiv e-prints, arXiv: 2410.","","","https://scholar.google.com",17,"2025-03-24 01:57:38","Preprint","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=woiE2RUAAAAJ&pagesize=100&citation_for_view=woiE2RUAAAAJ:hqOjcs7Dif8C",17139,,,,0,0.00,0,5,1,"","",""
0,"NLI Huda, A Biswas, MD Nasim, MF Rahman, S Ahmed","Invariant Scattering Transform for Medical Imaging",2023,"arXiv preprint arXiv:2307.","","","https://scholar.google.com",18,"2025-03-24 01:57:38","Preprint","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=woiE2RUAAAAJ&pagesize=100&citation_for_view=woiE2RUAAAAJ:ufrVoPGSRksC",4771,,,,0,0.00,0,5,2,"","",""
0,"N Labiba Ishrat Huda, A Biswas, MD Abdullah Al Nasim, ...","Invariant Scattering Transform for Medical Imaging",2023,"arXiv e-prints, arXiv: 2307.","","","https://scholar.google.com",19,"2025-03-24 01:57:38","Preprint","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=woiE2RUAAAAJ&pagesize=100&citation_for_view=woiE2RUAAAAJ:_FxGoFyzp5QC",4771,,,,0,0.00,0,4,2,"","",""
0,"T Tahmida Jidney, A Biswas, MD Abdullah Al Nasim, I Hossain, ...","AutoML Systems For Medical Imaging",2023,"arXiv e-prints, arXiv: 2306.","","","https://scholar.google.com",20,"2025-03-24 01:57:38","Preprint","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=woiE2RUAAAAJ&pagesize=100&citation_for_view=woiE2RUAAAAJ:YsMSGLbcyi4C",4750,,,,0,0.00,0,5,2,"","",""
0,"HA Munira, A Biswas","Self-acting Bus Schedule Controlling Using Fuzzy Logic",,"","","","https://scholar.google.com",21,"2025-03-24 01:57:38","","","","https://scholar.google.com/citations?view_op=view_citation&hl=en&user=woiE2RUAAAAJ&pagesize=100&citation_for_view=woiE2RUAAAAJ:zYLM7Y9cAGgC",,,,,0,0.00,0,2,,"","",""
